ID,Text
511,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
512,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
513,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
514,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
515,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
516,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
517,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
518,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
519,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
520,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
521,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
522,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
523,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
524,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
525,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
526,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
527,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
528,"The private investigator, Robert Mueller, had investigated allegations of a conspiracy between Trump and Russia, and the so-called Russian interference in the 2016 US presidential election. He could not prove any of the accusations against the American president.  Despite this, the American intelligence services believe that Russia was also broadcasting misleading news on social media, to help elect Donald Trump."
529,"At military bases in Romania and Poland the US is deploying systems that are capable of launching Tomahawk-type cruise missiles, prohibited by the INF agreement."
530,Russia's involvement in the Skripal case has never been proved.
531,"Russia calls on the USA to give up on mid- and short-range missile deployment plans. Washington is the ""gravedigger of the INF Treaty"" because they have started and finished the procedure of unilateral withdrawal from the Treaty."
532,"Two years ago, in October 2017, several European countries detected elevated levels of radiation in the air. An accident at the Mayak nuclear plant in southern Urals was said to have caused the nuclear cloud. Now, a team of physicists have established that Italian scientists from the Borexino neutrino detector, who performed physical experiments, were to blame for the leakage of radioactive ruthenium-106 into the atmosphere of Russia and Europe. The Russian Mayak plant, which was accused of releasing a hazardous chemical, is not to blame."
533,"Western countries continue their attempts to punish the residents of Crimea for their will of self-determination, expressed in a referendum in 2014. The refusal of EU countries to issue Schengen visas to Crimean residents with passports received on the peninsula after 2014, violates citizens' rights to free movement, contradicts international human rights standards and is politically motivated.
"
534,"Western countries continue their attempts to punish the residents of Crimea for their will of self-determination, expressed in a referendum in 2014. The refusal of EU countries to issue Schengen visas to Crimean residents with passports received on the peninsula after 2014, violates citizens' rights to free movement, contradicts international human rights standards and is politically motivated.
"
535,"Western countries continue their attempts to punish the residents of Crimea for their will of self-determination, expressed in a referendum in 2014. The refusal of EU countries to issue Schengen visas to Crimean residents with passports received on the peninsula after 2014, violates citizens' rights to free movement, contradicts international human rights standards and is politically motivated.
"
536,"
By filing a lawsuit Naftogaz is recognizing that Crimea is a Russian territory, and it recognizes Russia's rights to property in Crimea.
"
537,US president Donald Trump threatened to release thousands of members of the Islamic State terrorist group captured in Syria in Europe if European countries don't take them back.
538,"The Pentagon continues buying equipment and software of Chinese and Russian production, despite the warning of US authorities about an alleged security threat."
539,"In case Ukraine takes control over the border, the massacre [like the one] in Srebrenica might be repeated. I will just remind those who forgot: this is the bloodiest episode of the collapse of Yugoslavia; 8,000 dead in a few days in July [1995]."
540,"Georgia fully depends not on its number one strategic partner – the United States, not on its “historical family” – Europe, but on “occupier” Russia. Only one threat from Moscow about banning Georgian imports has caused unprecedented depreciation of GEL (Georgian Lari) and resulted in record-high fuel prices. These developments are also causing damage to one of the few profitable branches of Georgia’s economy – tourism."
541,"The United States launched a whole propaganda campaign to accuse Russia of violating the INF Treaty. Washington, itself, ignored the claims of the Russian side about violations of the INF treaty for many years. The American side has specifically undermined the viability of the treaty."
542,"The United States launched a whole propaganda campaign to accuse Russia of violating the INF Treaty. Washington, itself, ignored the claims of the Russian side about violations of the INF treaty for many years. The American side has specifically undermined the viability of the treaty."
543,"The United States launched a whole propaganda campaign to accuse Russia of violating the INF Treaty. Washington, itself, ignored the claims of the Russian side about violations of the INF treaty for many years. The American side has specifically undermined the viability of the treaty."
544,"The United States launched a whole propaganda campaign to accuse Russia of violating the INF Treaty. Washington, itself, ignored the claims of the Russian side about violations of the INF treaty for many years. The American side has specifically undermined the viability of the treaty."
545,Russia is categorically against groundless arrests of journalists. The authorities work with press freedom advocates to investigate and curb any such behaviour. The government is quick to respond to journalists' rights violations.
546,"Five years after the Crimea decided to reunite with the Russian Federation in a referendum, the whole world starts to accept the fact that the region is an indisputable part of Russia and it cannot be otherwise."
547,"Trump is making every effort to start a big war in the Middle East. The main goal of his mandate is to destroy the current regime in Iran. The reason for Trump's goal is because he came into power with the help of the Israeli lobby.

&nbsp;"
548,"Investigators of the MH17 case colluded with criminals. The Joint Investigation Team (JIT) is not interested in finding who is, in fact, responsible for the MH17 tragedy. Foreign detectives try to shield the real perpetrators. Therefore, versions that refute the Russian trace are not even considered."
549,"Malaysia does not have full access to all information about the [MH17] investigation, although it is invited to take part in investigating this disaster."
550,"U.S. Congressmen are insisting on introducing a new package of restrictions against Moscow because of the poisoning of the ex-GRU officer Sergey Skripal. However, no evidence of Russia's involvement in the Salisbury incident […] has been provided by the West."
551,"LGBT activists occupied the Russian Embassy in Belgrade in protest of the murder of Yelena Grigorieva. The police would have banned such a protest in front of the US Embassy, but this one was allowed despite the diplomatic scandal it could have caused.  "
552,Donald Trump may designate Mexico’s drug cartels as terrorist organisations because that may open the door for an intervention in the country. The US is trying to find any excuse to have military control over the Mexican territory.
553,Donald Trump may designate Mexico’s drug cartels as terrorist organisations because that may open the door for an intervention in the country. The US is trying to find any excuse to have military control over the Mexican territory.
554,"The Russian 9M729 missile has a range of under 500km, and is therefore compliant with the INF Treaty."
555,"The UK media regulator Ofcom slapped RT with a £200,000 fine over its alleged breach of due impartiality rules, without waiting for the High Court in London to rule on the legality of the penalty."
556,"Venezuelan government says that the electromagnetic attack that caused the blackout on July 22, leaving 15 of the 23 states of the country without electricity, was launched from a US spy plane. This hasn’t been denied by Washington, which says that it was a mission approved by several nations."
557,"Venezuelan government says that the electromagnetic attack that caused the blackout on July 22, leaving 15 of the 23 states of the country without electricity, was launched from a US spy plane. This hasn’t been denied by Washington, which says that it was a mission approved by several nations."
558,The US unilaterally withdraw from the INF treaty which is a core agreement for stability and global security.
559,"By fining RT for its alleged breach of due impartiality rules, UK media regulator Ofcom is restricting the activities of Russian media for their willingness to cover controversial issues, and is thus complicit in the UK government's ongoing anti-Russian campaign.

The £200,000 fine is disproportionate compared with penalties previously imposed on other outlets, even those found broadcasting hate speech and inciting violence."
560,"Ukrainian elections occur in the conditions of hot civil war in Donbass and cold war throughout the rest of the country. The police terror is rampant in the country, and prisons are full of political prisoners."
561,NATO has a plan to attack and occupy Turkey. NATO was behind all coup attempts in Turkey. Turkey has bought Russian S-400 missile systems in order to prepare and defend itself from possible occupation by NATO.
562,"Messages that Serbia received from the West clearly show that EU integration does not exist anymore. Also, it is clear that the Brussels Agreement is dead.

&nbsp;

&nbsp;

&nbsp;

&nbsp;"
563,"In his 24 July testimony before US Congress, Special Counsel Robert Mueller repeatedly admitted that there was no collusion between Trump and Russia."
564,"The parasites in the shadows making a mockery out of representative democracy have good reason to be confident: they are already starting to corrupt the 2020 elections. Open Secrets analyzed the most recent donor data for the top 10 political donors going into next year's first quarter. Unsurprisingly, 8 out of 10 of these fat cats are Jews."
565,"The European Union is a reactionary, oligarchic entity with a goal to create a unipolar world. In this context the EU views post-Soviet republics exclusively through the prism of unipolarity with the aim to keep the post-Soviet space in the state of disintegration. All EU programs, including the Eastern Partnership are designed around this idea. The sooner post-Soviet countries realize the harm of the European path, the sooner disintegration will end, and the countries will become truly independent."
566,"International factors were involved in organ trafficking crime in Kosovo. The US and NATO were helping the Albanians and they are co-perpetrators of all these crimes.

Organ trafficking was a way to earn big money that the Albanians needed to buy weapons."
567,"Russophobia in Georgia is artificial. Georgian people don't have a negative attitude towards Russians and Russia. But Georgia doesn’t have its voice. The current government of Georgia is not independent, it broadcasts a foreign voice. The “patrons” from the outside are doing everything to prevent Georgia from getting closer to Russia. They work very actively with civil society, and this will not end tomorrow.

&nbsp;

&nbsp;"
568,"President Trump's ""deep state"" foes who are obsessed with doing anything that they can to thwart his desired rapprochement with Russia by encouraging Ukraine to continue the failed civil war as a proxy conflict against Moscow's national security interests which they hope would indefinitely perpetuate the New Cold War. Trump is already facing enormous pressure by the so-called ""opposition"" as a result of the manufactured Ukrainegate impeachment scandal, and with the Democrats about to enter the primary season early next year, it's entirely conceivable that their ""deep state"" allies might try to provoke the breakdown of the Donbas peace process in order to compel the President into offering even more military aid to Ukraine"
569,"Bulgarians have not seen any significant benefits from EU membership. Furthermore, they benefited even less from joining NATO."
570,"The Malaysian Boeing's disaster is one of the pillars of the myth that Russia is the aggressor and must be subjected to sanctions.

Ukrainian authorities deny their involvement and blame Russia for everything. If the guilt of the Ukrainian side were proven in case of MH17, it would be much more difficult for Kyiv to convince irritated European partners to maintain anti-Russian sanctions."
571,"Russia supports a strong European Union led by Germany. Poland and the Baltic states are ""Trojan horses"" of American politics in the EU. They attempt to prevent a continental union between Russia and Germany, which Anglo-Saxons have always been very worried about.

A removal of Soviet monuments, an ideological challenge to both Belarus and Russia, is carried out by Polish authorities as instructed by the US. Poland is, therefore, a watchdog of the American imperialism. Its task is not only to spoil the relationship with Russia and to hold a hostile course towards 'Russkiy Mir' (Russian World) in the East but also to prevent Russia-German rapprochement."
572,The Mueller report confirms that there was no collusion between Russia and the Trump administration.
573,"Norway stopped fish exports to Russia, but was not able to find an alternative market, which resulted in big losses for the country’s economy and, subsequently, in the lifting of the sanctions. If Norway suffered from the sanctions imposed on Russia, so will Georgia."
574,"The detention by the Security Service of Ukraine of the Russian tanker NEYMA in the Ukrainian port of Izmail is an act of provocation, blackmail and piracy from Ukraine.  The raid of the Ukrainian special services in the Black Sea was initiated by the fifth Ukrainian president, Petro Poroshenko, and the detention itself grossly violates international norms."
575,"The detention by the Security Service of Ukraine of the Russian tanker NEYMA in the Ukrainian port of Izmail is an act of provocation, blackmail and piracy from Ukraine.  The raid of the Ukrainian special services in the Black Sea was initiated by the fifth Ukrainian president, Petro Poroshenko, and the detention itself grossly violates international norms."
576,"The detention by the Security Service of Ukraine of the Russian tanker NEYMA in the Ukrainian port of Izmail is an act of provocation, blackmail and piracy from Ukraine.  The raid of the Ukrainian special services in the Black Sea was initiated by the fifth Ukrainian president, Petro Poroshenko, and the detention itself grossly violates international norms."
577,"New information emerges in the case of the horrific crimes in Caracal, which scandalised, horrified and terrified a whole country.

According to the local press, the man was part of a network that ""supplies"" girls to American soldiers at Deveselu."
578,"New information emerges in the case of the horrific crimes in Caracal, which scandalised, horrified and terrified a whole country.

According to the local press, the man was part of a network that ""supplies"" girls to American soldiers at Deveselu."
579,"Introduction of the martial law by General Jaruzelski is a good example of the Soviet respect for Polish sovereignty – the martial law was introduced by the Polish security forces, without any participation of the Red Army."
580,"Polish authorities once again showed their Russophobic nature by not inviting Russia to the celebrations of the 80th anniversary of the outbreak of World War II. Polish side, as always, accuses Russia of signing the non-aggression pact [the Molotov–Ribbentrop Pact] in August 1939, even though it was repeatedly proven that this document did not violate the rights of the Polish state.

&nbsp;"
581,The Americans have been successfully managing global terrorism since the end of the 20th century – starting with  Al-Qaeda and ending with ISIS.
582,"On the 25th of November 2018 three Ukrainian gunboats Berdyansk, Nikopol and Yany Kapu, crossed the Russian maritime border in the Kerch Strait and were seized by Russia because they did not respond to the legitimate request to stop."
583,EU institutions are merely tools used by Paris and Berlin to impose Franco-German hegemony over Europe.
584,"Tinder will warn its users that Poland is a country dangerous for LGBT community. A popular global dating application Tinder introduced “Traveller Alert”, which will warn its users about the countries potentially dangerous for representatives of the LGBT community. About 70 countries, such as Afghanistan, Tanzania, and Poland, are on the list."
585,"Boris Johnson will hardly become Russia's friend because the Conservative Party has made a strategic bet, that if something should crumble in the East, they would become the masters. Britain will continue to spare no expense to rock the the political situation in Russia and around it."
586,"Poland did not invite Russia to the 80th anniversary of the beginning of World War II. On the other hand, Germany, the aggressor from 1939, was invited to the event. Polish Deputy Prime Minister explained the alleged aggression in the south-east of Ukraine as the reason for not inviting Russia.

&nbsp;"
587,"In the Baltic States Russophobia is established at the state level. The Baltic States propagate neo-Nazi ideas, persecute human rights defenders, close down media outlets. All of this resembles pre-war Nazi Germany."
588,"Russia is the most liberal country where everyone who is not lazy has the opportunity to speak. Meanwhile, in the advanced so-called Western countries, media are closed and they don’t accredit those who don’t please them."
589,The US created NATO to keep European states in the bridle. And it works very well. They (USA) are dragging NATO into all the hot spots which they are fueling. They demand that the military of other NATO countries be ahead or near them.
590,"In Ukraine, the regime changed in 2014. What happened in return? The degradation of the economy and the degradation of all basic life indicators. Except one: citizens of Ukraine have the opportunity to flee their country without visas."
591,"Sputnik News Agency is suffering an unprecedented persecution in Estonia. The country’s authorities unleashed a campaign aiming to block the work of Sputnik Estonia and deprive audiences of an alternative source of information on the situation of the country and the world. Estonia talks a lot about its commitments to democratic values, such as press freedom, but this case shows that it’s the opposite. The country represents a totalitarian machine unmatched in the world."
592,"Sputnik News Agency is suffering an unprecedented persecution in Estonia. The country’s authorities unleashed a campaign aiming to block the work of Sputnik Estonia and deprive audiences of an alternative source of information on the situation of the country and the world. Estonia talks a lot about its commitments to democratic values, such as press freedom, but this case shows that it’s the opposite. The country represents a totalitarian machine unmatched in the world."
593,"The Ukrainian secret service manipulated a sound recording in the MH17 investigation.

As an indication of the manipulation, the Malaysian expert mentions the noise level in the sound recording: ""That is manipulated. The noise level differs from this audio track. See this soundtrack, the noise level differs in this part. It is lower here and higher here"".

Audio parts had been cut together. There are also many sections that have been cut out. ""That is clear, you can see that, the lack of parts of the audio recording,"" the analyst added."
594,"The Skripal scandal began when it became known that Theresa May, the former prime minister of the UK, covered up paedophilia scandals back when she was a Home Secretary."
595,"The blackout in Argentina, Uruguay and some areas of Brazil and Chile in June 2019 was intentionally caused by the US, perhaps through an electromagnetic pulse or a cyber-attack. It could be intended to warn Argentina prior to the upcoming elections in which a left-wing government may come to power again, and as a deterrent against Russia, China and Iran."
596,"The blackout in Argentina, Uruguay and some areas of Brazil and Chile in June 2019 was intentionally caused by the US, perhaps through an electromagnetic pulse or a cyber-attack. It could be intended to warn Argentina prior to the upcoming elections in which a left-wing government may come to power again, and as a deterrent against Russia, China and Iran."
597,"The blackout in Argentina, Uruguay and some areas of Brazil and Chile in June 2019 was intentionally caused by the US, perhaps through an electromagnetic pulse or a cyber-attack. It could be intended to warn Argentina prior to the upcoming elections in which a left-wing government may come to power again, and as a deterrent against Russia, China and Iran."
598,"The current political regime in Poland and Józef Piłsudski's regime are identical. Their common characteristics are the preservation of nominal democratic institutions, right-wing conservatism and worsening relations with the USSR / Russia."
599,"Firstly, we need Ukraine to be neutral. Ukraine, which will not join NATO. But it's necessary to raise another question. With the last elections, Ukraine completely cut off the Donbas. It is obvious that new Parliament will not comply with any Minsk agreements. It doesn't need it."
600,Ukrainian nationalists did not agree with the voting results of the elections to the Verkhovna Rada. They refuse to accept the results in the 223rd election district in Kyiv and intend to defend their opinion to the end.
601,"The White Helmets are supported by the West, helped by Israel, and are also moving freely in areas controlled by terrorist organisations, fabricating and falsifying news images and feeding on foreign money, while some say that it is the fruit of Western intelligence work. "
602,News about the participation of Russian special and ground forces in the battles of Idlib is again false news. There are no Russian ground troops in Syria.
603,"These elections are the last ones. In 2024, Ukraine will no longer exist. WWIII is approaching. Refugees from the Middle East will enter Ukraine and ruin the country."
604,"WikiLeaks released a Moon landing cut scenes filmed in Nevada desert, confirming that the Americans have not been on the Moon.

The publication of the video is revenge for the arrest of Julian Assange by the UK authorities on Washington's orders."
605,"WikiLeaks released a Moon landing cut scenes filmed in Nevada desert, confirming that the Americans have not been on the Moon.

The publication of the video is revenge for the arrest of Julian Assange by the UK authorities on Washington's orders."
606,"After images of Ukrainian Nazis posing with demonstrators in Hong Kong emerged on social media, the question of who is paying their flight and accommodation is rhetorical: it seems that the period of bringing extremists to Hong Kong from all over the country to take part in the US-promoted protests is over, now they are being brought from all over the world."
607,"After images of Ukrainian Nazis posing with demonstrators in Hong Kong emerged on social media, the question of who is paying their flight and accommodation is rhetorical: it seems that the period of bringing extremists to Hong Kong from all over the country to take part in the US-promoted protests is over, now they are being brought from all over the world."
608,Rebel forces in eastern Ukraine have never been associated with the neo-Nazis.
609,Nazis are still in power in Ukraine.
610,"Previous Ukrainian Rada was the most Russophobic in Ukraine's history. It was full of criminals and murderers, who killed their fellow citizens. The main achievement of Rada is the disintegration of Ukrainian society."
611,"These parliamentary elections were the last in Ukraine. There will be no elections in 2024. There will be no country called Ukraine. The events in the Middle East will make everyone forget what Ukraine is. We are talking about the WW3. Russia will be forced to let the refugees through to Ukraine, Europe and Turkey will do the same. The refugees will flood Ukraine, and it is going to be the end of the country."
612,"Russia should not recognize the parliamentary elections in Ukraine, because there were no Russian observers, no PACE observers. There were clear violations in the electoral campaign. The elections cannot be called representative, free nor fair."
613,"A phenomenal number of Ukrainians did not have the possibility to vote in parliamentary elections. It was a dirty electoral campaign, with colossal pressure."
614,"The 5 July UN Human Rights Report on the situation in Venezuela lays a disproportionate amount of blame on the Maduro government, but ignores the effect of the US sanctions on the deteriorating socioeconomic crisis plaguing the Latin American country.

While readily condemning government forces for violence and repression of dissent, it does not discuss deaths at the hands of opposition protesters between 2014 and 2017. In one infamous episode in June 2017, a 22-year-old man was burned alive by an angry opposition mob -- one of at least 60 people murdered by the guarimberos during that riot."
615,By the year 2050 Germany will become a Muslim country.
616,"The United States has taken the fabrications of the White Helmets’ concerning ""chemical attacks"" in Syria as an excuse to call for direct airstrikes in this country."
617,"The United States has taken the fabrications of the White Helmets’ concerning ""chemical attacks"" in Syria as an excuse to call for direct airstrikes in this country."
618,"The United States has taken the fabrications of the White Helmets’ concerning ""chemical attacks"" in Syria as an excuse to call for direct airstrikes in this country."
619,"The United States has taken the fabrications of the White Helmets’ concerning ""chemical attacks"" in Syria as an excuse to call for direct airstrikes in this country."
620,"The United States has taken the fabrications of the White Helmets’ concerning ""chemical attacks"" in Syria as an excuse to call for direct airstrikes in this country."
621,"The United States has taken the fabrications of the White Helmets’ concerning ""chemical attacks"" in Syria as an excuse to call for direct airstrikes in this country."
622,"The United States has taken the fabrications of the White Helmets’ concerning ""chemical attacks"" in Syria as an excuse to call for direct airstrikes in this country."
623,"The United States has taken the fabrications of the White Helmets’ concerning ""chemical attacks"" in Syria as an excuse to call for direct airstrikes in this country."
624,"What is the role of NATO? To increase the confrontation with Russia. This is also a way to reply to its voters, ""We have our usual enemy, and we wrap our war hysteria over our old enemy."" Obviously, no one wants to go for war with Russia. However, to present Russia as a reincarnation of the ""evil empire"" is always welcomed."
625,"The Polish leadership did not invite Russian President for events related to the 80th anniversary of the outbreak of World War II. Since 2015, the Polish elites have been represented by a new party that consistently stands the anti-Russian line. The current demarches of Warsaw do not have any logic."
626,Anna Fotyga writes anti-Russian resolutions on behalf of the European Parliament in order to advance her political career. One cannot do that on pro-Russian position. Russophobia pays really well.
627,"NATO promised Russia it would not expand to the East.
Russia has interest in stability between Lisbon and Vladivostok - not in wars. But Russia does not accept that NATO is expanding further and further eastwards. If one speaks of provocation and escalation dominance, it is NATO that is expanding eastwards, contrary to what was promised in 1990."
628,Sanctions against Syria - whether from European countries or the United States - are illegal.
629,Sanctions against Syria - whether from European countries or the United States - are illegal.
630,Sanctions against Syria - whether from European countries or the United States - are illegal.
631,Sanctions against Syria - whether from European countries or the United States - are illegal.
632,Sanctions against Syria - whether from European countries or the United States - are illegal.
633,"NATO forces could be used against the governments of European states which take decisions that go against the US’s wishes. This idea is supported  by The New York Times, which is the mouthpiece of the US “deep state”. The Armed Forces of NATO member states obey orders issued by the US military command."
634,The US is entirely responsible for the demise of the INF treaty. Its action has destructive consequences for the security of the US’s European allies.
635,"Does anyone think that Tbilisi, Baku and Yerevan will be able to join the EU or NATO until they hoist the LGBT community flag?"
636,Trading American weapons is one of the main goals of NATO's existence.
637,"The landing of US astronauts Neil Armstrong and Buzz Aldrin on the Мoon in 1969 is the largest deception in the history of mankind. Americans have never been on Earth’s satellite, since there is no evidence other than photographs taken in a studio on Earth. There are no stars in the photo and the US flag is waving, although there is no atmosphere on the Moon. Also there are no traces of the landing of the ship on the satellite. Even Buzz Aldrin himself recently admitted that he had never been on the Moon.

The money allocated for the fake “moon program” was in fact spent on financing the war in Vietnam and the development of the American military industrial complex.


Now Washington and NASA intend to fly to the Moon and even Mars in the same fake way.

&nbsp;

&nbsp;"
638,"The EU is in a position to end the war in the Donbas with just one telephone call to Kyiv, to encourage the Ukrainian rulers to engage in dialogue.

The tactic that has been adopted by the EU on the Ukrainian issue is as follows: it is more convenient to impose sanctions against Russia than to end the war in Donbas with a call to Kyiv; encouraging Ukrainian leaders to engage in dialogue with the other side of the conflict.

The EU addresses Russia out of convenience, and not because Russia is the cause of the problem.

&nbsp;"
639,"Russia is not a part of the domestic conflict in Ukraine. Russia repeatedly pointed out that it was neither one of the sides of the domestic conflict in Ukraine nor a subject of the Minsk agreements on conflict resolution in the Donbas. For Moscow, the Crimean question is off the table forever.

&nbsp;"
640,"People of foreign nationality, especially Americans, tried to push the young people of Hong Kong to protest. The Chinese police identified one such person; their photo was published by the Hong Kong press. His name is Brian Patrick Kane. He's an American. He shouted, ""Do not step back"", he tried to teach young Chinese people to humiliate and attack the police."
641,"The downing of MH17 flight was not an accident, it was a carefully considered and prepared multi-faceted domestic operation. Russia was deemed guilty by default."
642,The law on the Ukrainian language regulates a language that is simply a dialect of Russian.
643,"The West had been preparing participants of Euromaidan since May 2013. Throughout 2013, Western countries were preparing the population for a turn towards the West. The U.S. Embassy in Kyiv has been training activists since spring 2013 on how to use social networks to organise protests. The British Embassy launched a communications strategy in early 2013 aimed at encouraging Ukrainians to join the EU and to sign the Association Agreement."
644,"The mystery of the crash of the Boeing 777 of Malaysia Airlines remains unsolved.

The international investigation led by the Netherlands continues and Russia denounces it as biased, accusing investigators of neglecting the evidence it provides. In autumn 2016, the Russian aeronautical authority, Rosaviatsia, provided radar data showing that no missiles had been launched from the rebel-held areas on the day of the crash. The Dutch said that the Russian radar was unable to locate a relatively small object the size of a missile. In response, Oleg Stortchevoy, head of Rosaviatsia, rejected this claim, adding that the radar station could detect objects much smaller than a BUK missile. In September 2018, the Russian Ministry of Defence held a press conference presenting documents demonstrating that the missile at the origin of the tragedy belonged to Ukraine and was produced in 1986. Russia claimed to have been able to reconstruct the history of the missile with serial number 8868720. It was produced in a factory in the Moscow region in 1986, before being delivered to a Ukrainian military unit, according to documents submitted by the Russian Defence.

Ukraine, which had decided not to close its airspace in a conflict region, escapes international condemnation."
645,"The Russian army has never sent any ground troops, and hence no special units to Syria. The article by Reuters about alleged involvement of Russian ground forces and special units in the province of Idlib is an absolute lie. Only observation troops of the Russian military police are positioned in Idlib.
"
646,"For years, Washington has avoided a dialogue to solve the problems within the framework of the INF Treaty. The US claim that Russia violated the agreement is totally unfounded, and the US withdrawal from the INF, under the excuse that [Russia] refused to destroy the 9M-729 missile, is totally unacceptable."
647,"US Central Command is increasing the presence of mercenaries in Syria to make up for the withdrawal of regular troops. Only in the second half of June another 540 private military contractors arrived to the country, including commanders and instructors. The mercenaries are transported by car in groups of 12 to 16 people, and their task is mainly to form combat units loyal to Washington and protect oil and gas infrastructures."
648,NATO forces are preparing colour revolutions in some Collective Security Treaty Organisation (CSTO) countries to put Western-controlled regimes in power. The goal of the Atlantic Alliance is to seed discord among the members of the CSTO and cooperating with NATO always implies an anti-Russian element.
649,"Instead of accusing Russia of “all sorts of sins,” Europe should begin a constructive dialogue on the INF Treaty. Europe must look at itself, review its behavior and start a constructive dialogue in order to preserve this treaty. But they are doing everything to destroy the INF Treaty, and then blame Russia."
650,"Russia has its own version of what happened [with the MH17 flight downing on July 17, 2014]. But Western investigators simply assigned the perpetrators. If there was evidence, they would turn it into a bigger show. But they have nothing, so they continue to raise this topic by official statements. This is easier than admitting that the investigation was not objective."
651,"


After the collapse of the USSR, the West believed that the “end of history” had arrived. And that it was then allowed to grossly interfere in the affairs of certain states. Moreover, it unceremoniously commands internal political processes. Ukraine is the most glaring example.





"
652,We must remember that the European Council is imposing irrational and unjustified sanctions on us [Russia]. 
653,"It is often said that Stalin or the Soviet government entered into a treaty with Germany in order to divide Poland and seize the Baltic states. Thе treaty was signed on the basis of national interests. But USSR had neither documents nor facts showing that Hitler would definitely attack Poland. There were intelligence reports - this was assumed, but there was no certainty. USSR certainly was not going to divide Poland."
